"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"842","18.1865481609996","19.2774088746803","19.570852962669","19.8632135343474","19.2350802734409","18.0531991410108","18.0411012664901","18.4440602190128","19.3023484952628","19.9668576475853","18.6395976134982","19.8092480478408","18.7413865918344","19.8211117167245","20.9519366166894","19.2562684510293","19.1791551391779","19.6135140819479","19.4808475339873","18.156624046159","19.2208149022325","19.6749181325289","19.8041594666071","20.9244498215463","21.4116707766287","18.7399951645239","18.4446606203532","17.3103561877845","19.8053497525518","20.8050086925181","19.126472853578","18.5581249129377","19.3183654348261","19.3171212935921","18.4245087257596","19.0847046238602","19.8628061534881","19.21012387471","19.0027361693556","18.9569877003491","19.8734117030829","18.7018541422765","19.1821202951578","19.5661471771938","17.6651034564398","19.3139713648835","20.3363965121497","18.2371231607831","19.1793350623738","18.4645575285097"
"843","18.1961806921317","19.3973010966051","19.6625528843921","20.0597456820155","19.289990048461","18.2132411948658","18.2280431496636","18.5919317608238","19.4844320191735","19.9408264167388","18.7984540089013","19.8988052231507","18.9815338151015","19.9791715232128","21.1217505566711","19.3102859366211","19.10549818021","19.7762604483734","19.5602306369082","18.2538142203664","19.4397059323451","19.8334371228354","19.8944881197712","20.9118782660005","21.4470198690241","18.7876670259484","18.6058652956651","17.4256536321707","19.9897787060428","20.7907834886548","19.309544773924","18.6515796694977","19.4958903695308","19.4733687159618","18.5848302283866","19.2063387014518","20.0425874601735","19.2571368747504","19.0372253516887","19.2029290957906","19.9691099524985","18.6667245906689","19.2219918296053","19.7267621968611","17.7025278537096","19.4182943031091","20.3618756987242","18.4106976062404","19.2055616936035","18.3984187749133"
"844","18.2296910946012","19.4450006232194","19.7737106990602","20.0996431220427","19.2541008234033","18.2005824804657","18.3717717560388","18.6377618970683","19.6310311729273","19.9441950403951","18.7790369695496","19.8799577265621","18.9529672991285","20.1029787861815","21.3723489449589","19.3186492503667","19.3384438848882","19.9599230005886","19.7076817546537","18.3361658925471","19.4741271926272","19.9839828813107","20.1384255347919","20.9110942568112","21.4672493818039","18.8986969563054","18.5906040556349","17.5707270933277","20.2692701420465","20.9273687877913","19.4655204641842","18.6328875794511","19.4392220559471","19.5383041963921","18.7518911191904","19.2309132453073","20.187404557972","19.3044917449567","19.1340938452726","19.3533790505939","19.9128868957095","18.8216859059621","19.3228294217924","19.909433489245","17.8195989606373","19.6059505615604","20.3321914454044","18.3849973986902","19.3626955271066","18.4740326811016"
"845","18.4040479026023","19.6444963834616","19.8279394935505","20.3671948100137","19.3126353427124","18.3652271744501","18.3998890754374","18.7058411056203","19.8050305734817","20.0611613685791","18.7801652642586","19.9099418131032","19.0513766148302","20.2011509294707","21.3908487717951","19.4815089249467","19.5219502277518","20.0126361843089","19.8881199510214","18.4261061462485","19.4249608942931","20.1605944931532","20.376919232155","21.0337070479791","21.3969282177055","18.9280934524256","18.6306121190101","17.7312430088498","20.3914212007049","21.1503497161706","19.583428319049","18.5847471014346","19.5309319981752","19.5394411473959","18.8994668514111","19.2510293408672","20.2731856114609","19.4152999549265","19.1595373103721","19.4596692906575","19.8956273574421","18.9539040533085","19.4613387118202","19.9524899864694","17.8835982414391","19.5556224831868","20.5480018034137","18.516248541726","19.3771843448939","18.6426942787934"
"846","18.6439072228337","19.6758913329891","20.0129453223034","20.3545815495257","19.4851364048418","18.5340809127087","18.6063249462372","18.7301383001323","19.7769052049018","20.2255961062617","18.8836152395255","20.136312989324","19.0478087037527","20.2711824418727","21.3322151507723","19.6782502453646","19.5659210562787","20.1262159938701","19.9250986505885","18.6520285385699","19.5751353855377","20.17069164446","20.5291363091714","21.1681654451095","21.4988089775825","19.1212679431355","18.847842707285","17.7258527744728","20.4852527146785","21.1204910006758","19.6145401435537","18.7552368607408","19.6670946467809","19.5268666483561","18.9906446346957","19.404195981466","20.4606371524219","19.3995637110654","19.3491419771816","19.6605097215538","19.9169399330346","19.1394109924282","19.6686552707505","20.0589943938952","17.967783389734","19.5902353862275","20.4912867236564","18.6793566419699","19.5259253427356","18.7956573601904"
"847","18.7637273678927","19.6402746901303","20.0832501178943","20.5222998064677","19.5130530511653","18.7456391202914","18.7317056543371","18.8681770177976","19.8593386643034","20.3105531731626","19.0013607790022","20.3221674321782","19.3110482902432","20.2766106351875","21.386846042975","19.7602586256179","19.6725969567442","20.2096675868317","19.8809772263676","18.611288509653","19.7582863411006","20.3209338293264","20.7398987113076","21.309741308286","21.5367960202768","19.2988836916551","19.069051787434","17.808511661277","20.6534446222531","21.3188934040503","19.633931383558","18.7829982570613","19.7974606065151","19.7355811155514","19.0988142725619","19.5166046314616","20.5180039063836","19.4384080583367","19.4683470357824","19.767692158343","19.9453082239591","19.3056237002704","19.7982925713252","20.167383865613","17.955385922749","19.7276538704792","20.6861279148148","18.7473933478154","19.6236962651986","18.9205714726482"
"848","18.7762336322886","19.7631368597987","20.2844051793098","20.513274206668","19.5325014548945","18.8405542661357","18.7292144267238","19.000372638651","19.9175630312855","20.5340658677862","19.2048487903376","20.454131084613","19.4241812499181","20.3025124712113","21.4047839207765","19.9116578909619","19.7876561453629","20.3140910959081","19.8083992255638","18.7187063067165","19.9650191531775","20.5104457482912","20.8054775895128","21.4327052832713","21.6991722882303","19.2905286522801","19.1021163998729","17.9769907718997","20.8465977290462","21.4883488869784","19.7343658205439","18.9651761287916","19.9722710884399","19.8708364074504","19.2728978287466","19.5239973321493","20.8262781718256","19.5124083281661","19.4840751794477","19.9279858968053","20.1343261694093","19.4544207341463","19.9180202406938","20.372506703851","18.1349879768434","19.8631452054289","20.9056855976362","18.8674177889677","19.7703963877104","19.110919648399"
"849","18.8802171757976","19.7693548204094","20.2464641154772","20.6379151995411","19.7343566392195","18.898895791273","18.814426275807","19.0040086221836","19.9092271240204","20.5386060210744","19.3777433742734","20.5958175530021","19.5611630009878","20.520112910253","21.6092293098486","20.1314031330274","19.9347999479999","20.3539403355646","19.9053493902772","18.7414444422644","20.1304227300156","20.7349180996381","20.870676207034","21.4291309949408","21.6490209855577","19.3100721440912","19.2217818406759","18.1361241718479","21.0445912461486","21.4893251221396","19.8759011595752","19.0148390982597","20.1806349186851","19.8712278097522","19.4169056014063","19.6644521215281","20.9846925896773","19.5725218299579","19.4856599507739","20.1166168552624","20.1704224834829","19.4851745214076","20.0885878401051","20.3214658129838","18.309756875661","20.0486829694981","20.893863249922","18.8940918687769","19.7380710709779","19.2073489255803"
"850","18.9535581413355","19.9304135309266","20.1968396654881","20.6502045579813","19.853073322127","18.940111197819","19.0507564603454","19.088708266064","20.0171007581254","20.6925222281908","19.3207575421183","20.7060725531306","19.5439612193603","20.6380784884837","21.6839584755741","20.2288003591957","20.1661017971704","20.2992729015836","19.9252688528371","18.9231898848275","20.290917849503","20.8812680343326","21.1117907808298","21.5663849666485","21.8416249183596","19.4636234204143","19.2335175762118","18.2944159622572","21.2634122557172","21.5007745018354","20.0971056731698","19.1327340189491","20.2353123038053","20.0377622363921","19.4784919422001","19.6045987557638","21.0339242134605","19.6091180529404","19.7044394416635","20.0940672740196","20.2860608310123","19.6368573642486","20.1002242693007","20.3408036279964","18.3298455002631","20.2056853256502","20.8422879911348","18.9499976982576","19.8745580136091","19.1753496691409"
"851","19.167714359096","20.1448485670186","20.1470552227931","20.856911257699","19.778722849733","18.8688889314143","19.1564573606687","19.2307909939881","20.1727298521691","20.6288084617837","19.3208787511202","20.7315820836423","19.6521063220495","20.6801185097681","21.8838551054635","20.2017643864164","20.2336615105135","20.5211832012439","19.9660638305184","18.9085620670811","20.4050422229283","21.1247043377138","21.2857257214735","21.779755199405","21.8425678271119","19.6487609209318","19.3342047278895","18.3469182642882","21.2434616404233","21.6596394560636","20.1544434463778","19.2749286292991","20.2068197892095","20.2236739967197","19.6625014542727","19.7646684929891","21.1635251291664","19.6227064399958","19.857743191383","20.0542528620315","20.4287566212635","19.8369254003517","20.2524211745894","20.3315588171813","18.5238717295704","20.3650341069502","20.9523653536758","19.1203111424194","19.8517084116382","19.3627367113435"
"852","19.2338118333108","20.3261689274489","20.3209162372304","21.0329113005326","19.9537730590146","18.9705813409415","19.2419655053143","19.2524294406635","20.1532035415942","20.5839057867528","19.2834415493433","20.6559173722104","19.7486081644054","20.7900421878741","22.0410949146498","20.3973359163404","20.3676260947909","20.6728690641403","20.1164403793923","18.9519570541271","20.50792903478","21.2503404163837","21.3516480622842","22.0044509818353","22.0461467653791","19.7089767326334","19.3764045816683","18.3471648233455","21.3685550051269","21.7413743497734","20.2301351419979","19.2709941386454","20.318196516259","20.3407853930954","19.6481680593854","20.0042867603365","21.2494759697826","19.6496152627991","20.0183206463158","20.1515560848128","20.5758599474009","19.8289685345124","20.1748200793689","20.2796266733579","18.6102648024986","20.3993096733901","21.1534955774114","19.1546206269014","19.9742084680388","19.4766063635645"
"853","19.2084877414298","20.3403764203184","20.4470520544239","21.0304670315503","20.0959910258983","19.1013889232856","19.3716071814085","19.3098962100439","20.3379868549364","20.7787895369343","19.4850645839352","20.7997868655931","19.89967773682","20.9739909468686","22.0253216629689","20.6409811693302","20.5623958900189","20.8623851718398","20.2309007322091","19.0990885185717","20.5103052229265","21.300022858727","21.5208463263454","21.9878635202727","22.2116205184881","19.7516908636832","19.4149742664774","18.3851000541523","21.4831171789374","21.7370340522066","20.1986411612505","19.4390238114559","20.5542797622853","20.4667677207664","19.8255875812911","20.187189505209","21.4739316178123","19.711070381043","20.1761651787966","20.3223934211772","20.5610564465164","19.9990690593394","20.2515150790543","20.3663554120942","18.6273832009157","20.3817477592452","21.2241167358777","19.2195184977319","20.0023646687527","19.6333387190684"
"854","19.2557816703936","20.482089323869","20.4110278268261","21.2021426714406","20.2307566736982","19.2930322189429","19.582862153682","19.4606694179358","20.3404919604242","20.9758710663117","19.6551455235202","20.7359838140424","20.1081135130962","21.0778723107353","22.2111966388229","20.5955903383293","20.6579634749766","21.0070846009696","20.374076984765","19.2773459340976","20.4649249990017","21.3884965089582","21.6298387354825","22.1420495871458","22.3696664298843","19.9185136248082","19.5006021012532","18.5210049193992","21.6618548932874","21.9041102380167","20.3556730687507","19.4244370737211","20.7280410141482","20.4346777994123","19.9810852071178","20.1448636155245","21.409064041673","19.6399477653122","20.341278688923","20.4229737569817","20.4844616666298","20.0596820296479","20.4940222906737","20.4131317689774","18.7774237046413","20.379692500233","21.1841253040718","19.2797202344728","19.9545977083716","19.6095192649119"
"855","19.3846332598473","20.676009560424","20.6477857532183","21.3874700183352","20.3379508324612","19.4561006410977","19.7034798303341","19.5796417576437","20.4776826408669","21.0694704161796","19.8499783678648","20.7545085152738","20.3133088764586","21.2114518887377","22.452296938974","20.6950828012921","20.8327179297671","21.0815287757724","20.5390195536888","19.3715453320355","20.6111252895136","21.3865211668733","21.7879523437278","22.4005974621491","22.2969325673452","20.1105557835334","19.7001734273275","18.6829172049888","21.6022512223072","22.0439650318335","20.4528545308437","19.4316038310305","20.8369977634278","20.6413774850415","20.0035693751189","20.2497848609555","21.3740406550241","19.6974411062153","20.3902286805354","20.593433912218","20.4679488708329","20.1663384748168","20.5768599120827","20.6336801855233","18.9224470996378","20.5021512591544","21.257121562531","19.2509774158654","20.1475755900714","19.7741656424046"
"856","19.5021445182378","20.8454708751878","20.8038135654731","21.3236344472252","20.5689496485133","19.5054852676304","19.7655241785096","19.5543830878638","20.6749576160286","21.066619826552","19.8587236762949","20.7477882313455","20.2937733550808","21.1582331816292","22.4129408660953","20.8586064486165","20.975435748564","21.1891239504736","20.7894730000319","19.4847708134024","20.6705439830545","21.612056270649","21.7909597041025","22.4953419556213","22.4733654487273","20.2500042231168","19.7118365111331","18.8059534933371","21.5171991607852","22.2386483134597","20.4390499439262","19.6184174139884","21.092469819717","20.8226752800186","20.126906053644","20.3298468969596","21.6275691341731","19.6786643404225","20.5315225450275","20.7061430866839","20.6342937599701","20.3142583624032","20.5469634155478","20.5961353756235","19.0784991481912","20.5414795280381","21.1957402953694","19.2983043810569","20.3312611489116","19.8311376013358"
"857","19.4916695240528","20.8372475772164","21.0206731235153","21.4395913842329","20.652720346703","19.4926658213642","19.9563882920935","19.6921585263852","20.7342387037065","21.0797636766247","19.9984897559962","20.7320373142957","20.4877041729604","21.2965341163879","22.4231695775418","21.0002773336832","20.9548986625945","21.1761943660164","20.7256786735189","19.5888569438284","20.8553860075534","21.6139454445809","21.9578048628429","22.4333971214474","22.5326133341721","20.4043235292836","19.6823504716742","18.9512057527677","21.7202519474702","22.4020661513534","20.5223168414269","19.7288567859822","21.177724760216","20.9731177592554","20.1727560494786","20.4054507736192","21.799680550827","19.752691676764","20.5083198029166","20.6948162487056","20.6851070395916","20.3830488869851","20.6778221669391","20.7696598861668","19.1657014443879","20.4825388061226","21.1260685688355","19.4558982465742","20.4043314118127","20.1063763613763"
"858","19.6428200620836","20.8360436748399","21.0184065320487","21.5842469774383","20.798828866211","19.6509031033367","19.9892016525756","19.725855675638","20.7929518209792","21.0618951597287","20.1723442413004","20.847733555558","20.6634824738575","21.4077734262404","22.5253537445401","21.2136243508411","21.0560720100557","21.4311422557176","20.7769801630115","19.7503103528078","20.9769492856959","21.5486075119282","22.0655120744479","22.4051981819013","22.5467251735792","20.4459532502948","19.8893377757795","19.1351771639042","21.9015563577194","22.4968636609324","20.5837448868278","19.6531407238066","21.3083904745872","21.2304036304941","20.1361396729866","20.3523581650518","21.9947189975451","19.9043213457344","20.6388189094713","20.903950521414","20.8012009206339","20.5057194014677","20.825485860039","20.9015291220071","19.2254760257475","20.5731670825813","21.116362612021","19.4396489922041","20.4445900076602","20.3329690303767"
"859","19.7888224570439","21.0213934519297","21.1239768672518","21.8305459607681","20.8605172983233","19.8269519395795","20.0238723005215","19.7212024966257","20.8090175730751","21.2792122728458","20.3303719693473","20.8213206002948","20.7385455631496","21.4299641264546","22.4829232835654","21.3023876684072","20.9750214713808","21.5860935800202","20.9537361151238","19.7269543688805","21.0187449099562","21.5268679429396","21.9919764081921","22.3014308038869","22.4798908241374","20.4562094969651","20.017275990035","19.1528210858563","22.0764459299125","22.7258251232589","20.5463317496489","19.8956447840414","21.5414732585713","21.3737625074443","20.118605052848","20.4567283309548","21.959212407805","19.9348330873024","20.6375467705145","20.910272368607","20.773053361009","20.7266214525362","20.9129015868143","21.1522535825903","19.4048522068984","20.7351543839313","21.2203633650188","19.6005762451071","20.6484483889913","20.2878154381124"
"860","19.8174529688023","21.2267938733127","21.3347910615193","21.7879812482111","20.9168026047593","19.9159117217345","20.1307569780058","19.8216420810498","20.7408018669806","21.4403216309493","20.4863422406859","20.736050437714","20.7488608089524","21.4826801895073","22.6618579219473","21.4985177609727","21.1485511486416","21.5238758227864","21.0923898430004","19.8813962710969","21.1082386684266","21.652640874599","22.096539010374","22.3160999940222","22.6190506628433","20.6517670927903","20.2192417095952","19.3562429768959","22.1541867130175","22.8297278386897","20.5908061605638","19.9395123396209","21.6018851593429","21.4940410033887","20.0836721699568","20.5511669657114","21.9435180921286","19.9108480455821","20.707559101601","20.8504534987986","20.8093901336224","20.8751263521303","20.9075793918399","21.1913425457013","19.5864000102277","20.7740143956673","21.2743293682373","19.69043424348","20.7023798472974","20.2672739430025"
"861","19.7726616088007","21.3952751357115","21.5701548108997","21.8491144559844","20.9189411824747","20.0937069029906","20.2150592042108","19.9604289399369","20.8421229970629","21.616386782361","20.7026336966544","20.7614143084117","20.8440529989628","21.456917155269","22.6258302592565","21.5413345596216","21.3154630858818","21.5675886257255","21.228441623839","19.8644325182154","21.2605423176641","21.7969197426754","22.1602349415489","22.3819104833339","22.7899066317945","20.7655754465238","20.4318365478088","19.3225960682199","22.2532815946774","22.9536723704077","20.7587164247379","20.09491981617","21.6806877986631","21.5069028919656","20.0360707319267","20.7095734115257","22.0925127247732","19.9871708369447","20.8480576849553","20.8485544041446","21.0199973607168","21.0838993305632","21.0536242624641","21.1956281734913","19.6912880915292","20.9093272035933","21.2192386043899","19.759487475993","20.8124705926905","20.3316579141563"
"862","20.0141835686433","21.6104805588925","21.756859616227","21.9827946992836","21.0829569470167","20.2916651574303","20.3679316529351","19.9970452471387","20.9834753321832","21.7180172080322","20.7033451890521","21.0319821604194","20.8857934830007","21.6324706724765","22.7382459029653","21.5400698097343","21.2616275342183","21.7180788029918","21.2733911442131","19.8957418234398","21.3609038100459","21.9992333169568","22.305212204279","22.5617748904228","22.9710736951575","20.8437630376111","20.4599145952092","19.4242610885118","22.4206935406593","23.0364642724708","20.7402698491576","20.2867982411333","21.7457356934608","21.5192904041452","20.1900998757539","20.6655420347656","22.271106410212","20.0210852158975","20.8100730328451","20.9757222693876","21.0568790386828","21.2702604625275","21.1703995448687","21.3214615466915","19.8090485386961","21.037440782242","21.4178500573301","19.9762306281949","21.0007554843231","20.3851725186078"
"863","20.1796042723133","21.6835859600523","21.928570878695","21.8846049275078","21.2170485367061","20.3480699161009","20.4031130949895","20.2097947590517","20.9574113589744","21.7331029722665","20.8260533612346","21.2193098913851","20.875321072904","21.8026937798571","22.7899131949643","21.6319151479059","21.1922468672817","21.6653977715369","21.4149139618396","20.109977709864","21.4806243573125","22.0223027014835","22.4200763593604","22.7616933513164","23.1270196655195","20.9939385717993","20.6062610986866","19.4411109839346","22.5829060064051","23.0785767016145","20.791894731423","20.3532528385848","21.8387709800331","21.5453089817731","20.3239798766481","20.7344856352615","22.323348582344","20.2006363802106","20.8020583409263","21.0419909570717","21.2553635116159","21.3716599503934","21.2734008676975","21.2668325813481","19.9036548798607","21.0288028921814","21.4949152838739","19.9546132310316","21.0183104863903","20.4975229830739"
"864","20.35956775062","21.8369397338976","22.1534806287005","21.9518179870623","21.2180992116982","20.6283717300845","20.4184458672683","20.3630857798601","21.1245025084328","21.7105225375504","21.046804873476","21.4705434814066","20.998518156707","21.9120498493715","22.8835692527913","21.643551312039","21.1765731742584","21.7375403851907","21.633520605837","20.1631692301117","21.7082310406961","22.1403603031694","22.3764942104509","23.0727042655743","23.1286671507343","21.1326838305262","20.7549341603131","19.5864962124305","22.6377964323724","22.9838409655739","20.769051980171","20.5418024475788","21.8263726646159","21.4805491284019","20.5601031239705","20.824587518621","22.5334181730836","20.241465503573","21.0203356816557","21.1401173013908","21.2941421382374","21.5156293260229","21.3904544306613","21.2309274779715","20.1145637407014","21.2093873477559","21.7165424428502","20.1957789880137","21.1099143908016","20.5185745584697"
"865","20.4721439857681","21.9569467746437","22.2689056130978","22.1639709146175","21.2654130494007","20.7427653488292","20.4421685001347","20.5019420644658","21.2636932323731","21.8424326047964","21.1885172188636","21.6546687636042","21.0163675591929","21.8917140097059","22.8101745607918","21.5917242983039","21.2963744001258","21.8989979310992","21.5949546439094","20.3070169911225","21.8559188433756","22.2432653951444","22.6162255039972","23.2637546752565","23.2520554296115","21.1002484575713","21.0376545119326","19.543317840939","22.6906480494073","23.1582051767905","20.9057548216446","20.6188762614407","21.9437033692025","21.6908029366799","20.5519824483922","20.8691548380077","22.6236782890053","20.3891423959864","21.0000183539872","21.1303740350856","21.3078824450781","21.67499269026","21.3449435494912","21.3097836009503","20.2244449687355","21.371488981009","21.7135384379138","20.2393643902804","21.1587821767181","20.4768429131333"
"866","20.4063362294915","22.1322376622939","22.4208799488113","22.3220800726216","21.4559376472929","20.7105580874242","20.5645008506904","20.676674853706","21.3977894142202","22.0218796751222","21.2977864164841","21.7464462594694","21.1631993348435","21.8773633906831","22.8738393759526","21.7002432264561","21.3967543464921","21.9301208741489","21.6900276206409","20.4927463845561","21.7902626797082","22.3522596179428","22.7897546233246","23.4143184603877","23.3477846564735","21.1292437381758","21.05913137034","19.7775198355595","22.8496977234739","23.3680567415654","21.0726983731044","20.7073569709465","22.189575205446","21.8226076080817","20.5963062265104","20.9915946334652","22.6267259026748","20.369770598018","21.0598467192011","21.1240506339579","21.4950344044881","21.6355782581928","21.4871368697602","21.4173985051705","20.3943032191835","21.4850961529264","21.6707112918313","20.1976577682856","21.269916023854","20.6168787023012"
"867","20.5531016861467","22.2853777493864","22.5739328091017","22.510393478631","21.7022501093364","20.9303130423713","20.7831669407122","20.6204013163797","21.6028856656232","22.0084073016935","21.3250295670682","21.9793199131281","21.3427713972284","22.0362966077763","22.8498246546153","21.8390970622506","21.4444289181837","22.0060702790652","21.7059861922535","20.5139693271972","21.8492309362956","22.517498949552","23.0504240805081","23.396679027461","23.452501426802","21.1506169454001","21.1165140661068","19.8815426482778","22.9732334604944","23.4980231369933","21.1254901509084","20.8912400391761","22.3805394851401","21.9136940406426","20.6400461724242","21.1929598377816","22.7337689232734","20.3917483100453","21.0171776469937","21.3447246955797","21.5173412669936","21.7708221639657","21.5433469730939","21.4257606888697","20.386546609845","21.6644253173315","21.7459853327039","20.2510306787938","21.2451082480457","20.6916944266711"
"868","20.6673295289918","22.4356566022888","22.7057360793173","22.5024054877557","21.8253212551882","20.9739519035191","20.8239845533468","20.739660884047","21.5893623485149","22.0010800521444","21.5276916952971","21.9091682258998","21.291170257994","22.2718247772366","22.8217986396744","21.8471719979611","21.4909948482199","22.0159983856839","21.7808777141885","20.7114375380362","21.9537076367555","22.7055877764414","23.0383170566035","23.602535712845","23.6725671015915","21.1100157082105","21.1255944157481","19.999354432503","23.0105159548093","23.5716273200779","21.099430884947","21.0576021903209","22.4081444578014","21.9390901008089","20.785918418167","21.3284723643163","22.8206809354933","20.4458107499389","21.1817902668355","21.4870331207501","21.6956460652041","21.9171347863199","21.6229744437634","21.5037448599679","20.3822284556136","21.8602137916946","21.8940139582847","20.3609368196035","21.4707876675491","20.8332947407171"
"869","20.6779025434533","22.3461187605331","22.7462002796825","22.6021450228793","21.7413030216333","21.0616889518129","21.0150302222942","20.7845925654702","21.6684658801459","22.0022535603133","21.6399120191466","22.119953484821","21.3855672962636","22.4786564568639","22.824658756099","21.9061974045091","21.5735036296425","22.1118931275866","21.7401553705779","20.8272840170174","22.0507217580226","22.6767180637914","23.2717957391718","23.5543133175644","23.8599575069694","21.0727123251977","21.2322658886213","19.9933136616326","22.9593924534044","23.597487608597","21.0936801443486","21.2885896878943","22.5734540226313","22.1012169936944","20.9796815966208","21.4916070077642","23.0789485213286","20.5113174720763","21.1983548334719","21.6989737394794","21.8264069575016","21.8596098738685","21.6388102116924","21.6760782119969","20.3266602892536","22.0688880997473","22.0519148663882","20.336009473749","21.5518367340775","21.0099158279093"
"870","20.7013476036182","22.4950130661279","22.8626663611741","22.7917415643086","21.8671344448275","21.0698561741181","21.2018203131814","20.7114921665674","21.9105278697107","22.0764967001658","21.6184325206504","22.3164011884056","21.4420556441579","22.4470662263668","22.9942089852925","22.0701643171033","21.7624680509131","22.2729144919687","21.8270983231431","20.9984769660645","22.2275840448333","22.747865492298","23.3692920587229","23.7907966291082","23.8022787369447","21.2448432312028","21.3777392811035","20.0075253285358","22.9470906225806","23.7216810794257","21.243538249112","21.3671236364461","22.6255623598415","22.238998846821","21.0749345447365","21.6248300838275","23.2617481917989","20.6227267290607","21.3151960413241","21.8618058705294","22.0256241121652","21.8778239040264","21.8018491165632","21.6332304808957","20.4141331188777","22.0433282442953","22.2399471486004","20.4287442081851","21.7302215361266","21.1532616496904"
"871","20.8554483963096","22.5865806981521","22.8481855988425","22.908834852262","21.9315189468278","21.227419049479","21.1935816829899","20.8761535761863","21.9022879405332","22.096901291983","21.7314612451443","22.4840144971911","21.6012752430771","22.495233721267","23.101404729683","22.1238678168981","21.9336104139433","22.4753684453302","21.9274364397608","21.0664636817498","22.3590397119787","22.679040621417","23.4328587977644","23.8591845064247","23.8859093431728","21.2067688939432","21.3418897665484","20.1245568250137","22.9143027671084","23.8692574127377","21.2433056016282","21.5527276803833","22.682765496054","22.4112830893524","21.2167902089973","21.8126243036672","23.5529545231679","20.743600716152","21.4770091123839","22.0192237030746","22.1550628127736","22.1026980240064","21.801086395825","21.8040904137687","20.5575035637046","22.0891970158046","22.390078996203","20.5454936690524","21.8796135715062","21.3818203479132"
"872","20.9094916406393","22.6249949585479","22.8992370152247","23.0948013613585","22.0676653724632","21.4562940627378","21.3601243501553","21.0286247587529","22.0081477489009","22.1925176897585","21.9607432584449","22.6077154939847","21.776189277308","22.6410617533481","23.0998028615186","22.2078682859318","21.9195207747915","22.691490233645","22.0893369626147","21.1595306442119","22.4387855177728","22.8255021987162","23.4783265735274","23.9542556996068","24.0877392928345","21.3697780097554","21.4983553842358","20.1558630515996","23.0372698253327","23.9397460026462","21.3404301527749","21.5261944086972","22.7877731042599","22.5184981508019","21.1525897278553","21.7498091702747","23.6468910269662","20.8767703427452","21.6062448638023","22.0248158664972","22.1264236075078","22.2626293004406","21.9938621083948","21.8509238599715","20.6850722058544","22.0846055790144","22.4276128097125","20.657617535066","21.9906768592279","21.4409717592052"
"873","21.0997922831163","22.7254882778709","23.0975650014557","23.0083816409431","22.1442706038676","21.4032439042301","21.5133706108579","21.2548393359074","22.2284668013087","22.1407860756795","21.985204370899","22.632262450911","21.7576622992509","22.8496129182489","23.220488028658","22.1203652524473","21.9399240401126","22.8283083561949","22.2814707562089","21.2977457684995","22.436175408963","22.9562400028377","23.5756608354705","23.9842106718236","24.2495654275649","21.5464033322537","21.4259677001366","20.2427472761244","23.1364372373286","24.0285909543873","21.4177230436273","21.4899519600326","22.9010178943969","22.6653564119169","21.319571275278","21.7615567312304","23.6923932935463","20.9824339543004","21.8317030043995","22.1782632702232","22.1815531581537","22.3536617892379","22.1387659757478","22.0655421361401","20.6524044294529","22.092194059349","22.643553306823","20.7757788425214","22.1477822208639","21.4416408511614"
"874","21.2038244998611","22.8772279454475","23.2467785137478","23.0983368940939","22.142272566733","21.5150746045904","21.4918771132177","21.2417729026739","22.2760450379475","22.130340262394","22.1040048450593","22.5854910642063","21.8611946835548","23.0489860127687","23.2397093892265","22.1280796969265","21.9205768086239","22.80328456683","22.3637050443349","21.2476712474537","22.3921961694647","23.1259505050615","23.7072378056668","24.0897704047879","24.2920687099617","21.6119224674751","21.624932320844","20.2785890593702","23.113480874692","24.1126107792201","21.4654691773958","21.6203769494675","22.9327953620675","22.7490329146592","21.2459171974708","21.880959577366","23.8887823047875","21.0954395905721","21.8510614651967","22.1538690613068","22.3321047536167","22.4059387246412","22.3157886448047","22.0676985020668","20.8357892845189","22.1798935478243","22.7335781339465","20.8382880136473","22.1985598864547","21.5859649693803"
"875","21.2070538311296","22.9041224251052","23.4779154010372","23.1683067361592","22.2752395675969","21.6086003762327","21.6874944173243","21.4799709990012","22.3908923668793","22.2555569888414","22.2940682314776","22.7865439322536","21.9428801649275","23.0219275440129","23.3211346177033","22.2231803391016","22.0113254720774","22.9945167136782","22.4127294642797","21.4497905945231","22.6125266422981","23.2610526275978","23.77233618043","24.0969525776653","24.253391023903","21.6271406623817","21.6708643714161","20.4010009729725","23.1374418692637","24.3339096328876","21.4690431240245","21.6076927344754","23.1655574110033","22.7191540767797","21.4256647385496","21.9082214456911","23.8933186286349","21.2852178587688","21.9644607817989","22.1676953344716","22.3728283106841","22.5230847375236","22.3571931173898","22.2241685054743","20.7905406862476","22.2849408949602","22.9761287939025","20.971937436099","22.3430901507259","21.7459668605046"
